Fitness,Player_Life,Enemy_Life,Time,Generataion
21.282972298593776,0,70.0,304,0
13.147969736080384,0,80.0,128,0
4.435651808532164,0,90.0,96,0
2.64911428328526,0,90.0,573,0
-4.61512051684126,0,100,101,0
-4.624972813284271,0,100,102,0
-4.624972813284271,0,100,102,0
-4.672828834461906,0,100,107,0
-4.844187086458591,0,100,127,0
-4.882801922586371,0,100,132,0
-4.882801922586371,0,100,132,0
-4.882801922586371,0,100,132,0
-5.0369526024136295,0,100,154,0
-5.075173815233827,0,100,160,0
-5.147494476813453,0,100,172,0
-5.272999558563747,0,100,195,0
-5.3981627015177525,0,100,221,0
-5.717027701406222,0,100,304,0
-5.808142489980444,0,100,333,0
-6.104793232414985,0,100,448,0
57.16226955283406,0,30.0,343,1
21.918595635015535,0,70.0,161,1
21.737309811095116,0,70.0,193,1
21.330119077019482,0,70.0,290,1
21.282972298593776,0,70.0,304,1
21.07307397402959,0,70.0,375,1
13.147969736080384,0,80.0,128,1
12.852505523186547,0,80.0,172,1
4.435651808532164,0,90.0,96,1
4.290469798687666,0,90.0,111,1
3.950143992750463,0,90.0,156,1
3.752975927839514,0,90.0,190,1
3.113895968549844,0,90.0,360,1
2.64911428328526,0,90.0,573,1
-4.543294782270004,0,100,94,1
-4.61512051684126,0,100,101,1
-4.61512051684126,0,100,101,1
-4.61512051684126,0,100,101,1
-4.624972813284271,0,100,102,1
-4.624972813284271,0,100,102,1
57.16226955283406,0,30.0,343,2
57.16226955283406,0,30.0,343,2
57.111122041667116,0,30.0,361,2
22.087345114263947,0,70.0,136,2
21.918595635015535,0,70.0,161,2
21.737309811095116,0,70.0,193,2
21.737309811095116,0,70.0,193,2
21.711732969305466,0,70.0,198,2
21.59732261812772,0,70.0,222,2
21.330119077019482,0,70.0,290,2
21.282972298593776,0,70.0,304,2
21.282972298593776,0,70.0,304,2
21.282972298593776,0,70.0,304,2
21.07307397402959,0,70.0,375,2
13.163718093048523,0,80.0,126,2
13.147969736080384,0,80.0,128,2
13.087345114263947,0,80.0,136,2
13.002787726235885,0,80.0,148,2
12.852505523186547,0,80.0,172,2
12.852505523186547,0,80.0,172,2
57.16226955283406,0,30.0,343,3
57.16226955283406,0,30.0,343,3
57.16226955283406,0,30.0,343,3
57.16226955283406,0,30.0,343,3
57.16226955283406,0,30.0,343,3
57.16226955283406,0,30.0,343,3
57.16226955283406,0,30.0,343,3
57.111122041667116,0,30.0,361,3
30.918595635015535,0,60.0,161,3
30.84094470078547,0,60.0,174,3
30.313024643660178,0,60.0,295,3
22.290469798687667,0,70.0,111,3
22.212508257217955,0,70.0,120,3
22.087345114263947,0,70.0,136,3
22.087345114263947,0,70.0,136,3
21.956574883080755,0,70.0,155,3
21.956574883080755,0,70.0,155,3
21.918595635015535,0,70.0,161,3
21.918595635015535,0,70.0,161,3
21.752975927839515,0,70.0,190,3
57.73214184093667,0,30.0,194,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
57.16226955283406,0,30.0,343,4
