Fitness,Player_Life,Enemy_Life,Time,Generataion
12.601837298482248,0,80.0,221,0
4.163718093048522,0,90.0,126,0
3.9565748830807532,0,90.0,155,0
3.2131026186332923,0,90.0,326,0
-4.543294782270004,0,100,94,0
-4.61512051684126,0,100,101,0
-4.61512051684126,0,100,101,0
-4.624972813284271,0,100,102,0
-4.882801922586371,0,100,132,0
-5.0238805208462765,0,100,152,0
-5.049856007249537,0,100,156,0
-5.075173815233827,0,100,160,0
-5.147494476813453,0,100,172,0
-5.147494476813453,0,100,172,0
-5.147494476813453,0,100,172,0
-5.1647859739235145,0,100,175,0
-5.25227342804663,0,100,191,0
-5.262690188904886,0,100,193,0
-5.272999558563747,0,100,195,0
-5.739792912179234,0,100,311,0
57.168117522716486,0,30.0,341,1
31.023266257579426,0,60.0,145,1
30.835214026076486,0,60.0,175,1
29.877507190485613,0,60.0,456,1
22.002787726235887,0,70.0,148,1
21.752975927839515,0,70.0,190,1
21.60183729848225,0,70.0,221,1
13.163718093048523,0,80.0,126,1
13.163718093048523,0,80.0,126,1
12.790513847158579,0,80.0,183,1
4.456705217729996,0,90.0,94,1
4.163718093048522,0,90.0,126,1
4.163718093048522,0,90.0,126,1
4.163718093048522,0,90.0,126,1
4.132465549544418,0,90.0,130,1
3.9695620786075647,0,90.0,153,1
3.9565748830807532,0,90.0,155,1
3.9565748830807532,0,90.0,155,1
3.9565748830807532,0,90.0,155,1
3.752975927839514,0,90.0,190,1
