Fitness,Player_Life,Enemy_Life,Time,Generataion
39.956574883080755,0,50.0,155,0
21.721885340769482,0,70.0,196,0
-4.672828834461906,0,100,107,0
-4.672828834461906,0,100,107,0
-4.672828834461906,0,100,107,0
-4.844187086458591,0,100,127,0
-4.867534450455582,0,100,130,0
-4.882801922586371,0,100,132,0
-5.0238805208462765,0,100,152,0
-5.075173815233827,0,100,160,0
-5.075173815233827,0,100,160,0
-5.075173815233827,0,100,160,0
-5.247024072160486,0,100,190,0
-5.262690188904886,0,100,193,0
-5.272999558563747,0,100,195,0
-5.272999558563747,0,100,195,0
-5.272999558563747,0,100,195,0
-5.7745515455444085,0,100,322,0
-5.846438775057725,0,100,346,0
-5.986452005284438,0,100,398,0
39.956574883080755,0,50.0,155,1
39.17399989261955,0,50.0,339,1
22.002787726235887,0,70.0,148,1
21.956574883080755,0,70.0,155,1
21.721885340769482,0,70.0,196,1
21.07307397402959,0,70.0,375,1
13.163718093048523,0,80.0,126,1
4.22087650688847,0,90.0,119,1
4.117198077413629,0,90.0,132,1
-4.532599493153256,0,100,93,1
-4.61512051684126,0,100,101,1
-4.61512051684126,0,100,101,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
-4.672828834461906,0,100,107,1
57.16226955283406,0,30.0,343,2
39.956574883080755,0,50.0,155,2
39.17399989261955,0,50.0,339,2
22.002787726235887,0,70.0,148,2
21.956574883080755,0,70.0,155,2
21.752975927839515,0,70.0,190,2
21.721885340769482,0,70.0,196,2
21.721885340769482,0,70.0,196,2
21.30964054567594,0,70.0,296,2
21.282972298593776,0,70.0,304,2
21.07307397402959,0,70.0,375,2
21.070410856610106,0,70.0,376,2
13.163718093048523,0,80.0,126,2
12.918595635015537,0,80.0,161,2
4.38487948315874,0,90.0,101,2
4.22087650688847,0,90.0,119,2
4.117198077413629,0,90.0,132,2
3.9565748830807532,0,90.0,155,2
3.9565748830807532,0,90.0,155,2
3.9565748830807532,0,90.0,155,2
57.16226955283406,0,30.0,343,3
56.98873282559584,0,30.0,408,3
56.79544223743131,0,30.0,495,3
39.956574883080755,0,50.0,155,3
39.17399989261955,0,50.0,339,3
30.84094470078547,0,60.0,174,3
22.109650871778246,0,70.0,133,3
22.002787726235887,0,70.0,148,3
21.956574883080755,0,70.0,155,3
21.852505523186547,0,70.0,172,3
21.752975927839515,0,70.0,190,3
21.752975927839515,0,70.0,190,3
21.752975927839515,0,70.0,190,3
21.737309811095116,0,70.0,193,3
21.737309811095116,0,70.0,193,3
21.721885340769482,0,70.0,196,3
21.721885340769482,0,70.0,196,3
21.30964054567594,0,70.0,296,3
21.282972298593776,0,70.0,304,3
21.282972298593776,0,70.0,304,3
94.02326625757942,90,0,145,4
