21.737309811095116,21.737309811095116,12.225448454455591,3.8525055231865473,3.8525055231865473
39.84094470078547,21.84670840550222,21.84670840550222,21.222347676777343,21.222347676777343
57.73214184093667,57.73214184093667,22.109650871778246,22.109650871778246,13.237826065202244
57.73214184093667,57.73214184093667,22.109650871778246,22.109650871778246,21.876036020596743
75.09463815194543,75.09463815194543,21.130703086866227,21.130703086866227,21.130703086866227
57.73214184093667,22.109650871778246,22.109650871778246,22.109650871778246,22.109650871778246
56.58490304082841,20.983842840301648,20.983842840301648,11.895206767585016,11.895206767585016
75.05457939139342,30.28626719449063,30.168117522716482,30.168117522716482,21.737309811095116
21.82951600496185,21.59282822853988,21.59282822853988,12.84670840550222,12.84670840550222
75.15356122494228,75.15356122494228,30.273152252412803,30.273152252412803,30.273152252412803
